,anime_id,name,genre,type,episodes,rating,members
1014,5204,Kara No Kyoukai 6 Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Movie,1,7.72,93803
1011,1395,Future Gpx Cyber Formula Sin,"Drama, Sci-Fi, Shounen, Sports",OVA,5,7.72,1070
992,25341,Diamond No Ace Ova,"Comedy, School, Shounen, Sports",OVA,3,7.72,7376
1035,31997,Hetalia The World Twinkle Extra Disc,"Comedy, Historical, Parody",OVA,1,7.71,2152
1041,10500,Ojiisan No Lamp,"Drama, Historical",Movie,1,7.71,11745
1029,3785,Evangelion 30 You Can Not Redo,"Action, Mecha, Sci-Fi",Movie,1,7.71,135318
1026,3090,Aa Megamisama Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.71,18465
1027,7647,Arakawa Under The Bridge,"Comedy, Romance, Seinen",TV,13,7.71,162622
1033,129,Gensoumaden Saiyuuki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,50,7.71,31179
9439,33183,Mahoutsukai Precure Movie,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",Movie,1,7.71,514
1034,7661,Giant Killing,"Drama, Seinen, Sports",TV,26,7.71,36947
1043,10573,Prince Of Tennis Another Story Ii  Ano Toki No Bokura,"Shounen, Sports",OVA,4,7.71,6005
1045,1557,Shounen Onmyouji,"Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26,7.71,33321
1046,14289,Sukitte Ii Na Yo,"Romance, School, Shoujo",TV,13,7.71,233410
1047,11743,Toaru Majutsu No Index Endymion No Kiseki,"Action, Magic, Sci-Fi, Super Power",Movie,1,7.71,54873
1048,30458,Tokyo Ghoul Quotjackquot,"Action, Drama, Horror, School, Seinen, Supernatural",OVA,1,7.71,70635
1049,29854,Ushio To Tora Tv,"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26,7.71,90931
1031,1281,Gakkou No Kaidan,"Horror, Mystery, Supernatural",TV,19,7.71,42033
1030,7902,Fullmetal Alchemist Brotherhood  4Koma Theater,"Comedy, Fantasy, Military, Parody",Special,16,7.71,31262
1036,24703,High School Dxd Born,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.71,192171
1037,10999,Inazuma Eleven Go Kyuukyoku No Kizuna Gryphon,"Sci-Fi, Shounen, Sports",Movie,1,7.71,4535
1038,6116,Mainichi Kaasan,"Comedy, Slice of Life",TV,142,7.71,1707
1039,16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1,7.71,135604
1040,18849,Natsume Yuujinchou Nyankosensei To Hajimete No Otsukai,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Special,1,7.71,14703
1042,14123,Pokemon Black And White 2 Introduction Movie,"Action, Fantasy, Kids",ONA,1,7.71,8554
1032,24765,Gakkougurashi,"Horror, Mystery, Psychological, School, Slice of Life",TV,12,7.71,140094
1028,530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46,7.71,146521
1069,23775,Shingeki No Kyojin Movie 1 Guren No Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,7.7,31990
1072,32681,Uchuu Patrol Luluco,"Action, Adventure, Comedy, Space",TV,13,7.7,50236
1053,12049,Fairy Tail Movie 1 Houou No Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.7,77560
1062,10568,Kamisama No Memochou,Mystery,TV,12,7.7,130502
1061,21327,Isshuukan Friends,"Comedy, School, Shounen, Slice of Life",TV,12,7.7,139601
1065,15051,Love Live School Idol Project,"Music, School, Slice of Life",TV,13,7.7,155281
1063,1087,Kimagure Orangeroad,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48,7.7,16012
1071,969,Tsubasa Chronicle 2Nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",TV,26,7.7,79166
1070,9751,Strike Witches Movie,"Action, Ecchi, Magic, Military, Sci-Fi",Movie,1,7.7,23856
1056,19191,Ghost In The Shell Arise  Border2 Ghost Whispers,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.7,24880
1050,11433,Ano Natsu De Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,7.7,169718
1051,31821,Arslan Senki Tv Fuujin Ranbu,"Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural",TV,8,7.7,53577
1060,24781,Imawa No Kuni No Alice Ova,"Action, Psychological, Shounen, Supernatural, Thriller",OVA,3,7.7,18351
1058,10935,Hourou Musuko Specials,"Drama, School",Special,2,7.7,4714
1057,11617,High School Dxd,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.7,398660
1059,914,Ike Inachuu Takkyuubu,"Comedy, Ecchi, School, Sports",TV,26,7.7,7988
1052,14967,Boku Wa Tomodachi Ga Sukunai Next,"Comedy, Harem, Romance, School, Seinen, Slice of Life",TV,12,7.7,214319
1073,2202,Waga Seishun No Arcadia,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.7,4415
1066,11933,Oda Nobuna No Yabou,"Comedy, Historical, Romance",TV,12,7.7,133216
1068,5493,Ranma  Akumu Shunmin Kou,"Action, Comedy, Martial Arts, Shounen, Supernatural",OVA,1,7.7,7064
1067,23301,Pokemon Xy Mega Evolution,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.7,10227
1074,7762,Yondemasu Yo Azazelsan,"Comedy, Demons, Supernatural",OVA,4,7.7,18400
1055,1393,Future Gpx Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.7,1113
1054,6152,Final Fantasy Vii Advent Children  Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1,7.7,6498
1082,12725,Initial D Project D To The Next Stage  Project D E Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1,7.69,3150
1083,11013,Inu X Boku Ss,"Comedy, Romance, Shounen, Supernatural",TV,12,7.69,216204
1086,32869,Kuroko No Basket Movie 1 Winter Cup Soushuuhen  Kage To Hikari,"School, Shounen, Sports",Movie,1,7.69,7573
1085,1579,Kiniro No Corda Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",TV,25,7.69,63134
1084,452,Inuyasha Toki Wo Koeru Omoi,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",Movie,1,7.69,51354
1091,3001,Moyashimon,"Comedy, School, Supernatural",TV,11,7.69,44465
1090,194,Macross Zero,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,7.69,23568
1089,21105,Love Stage,"Comedy, Romance, Shounen Ai",TV,10,7.69,83397
1088,6172,Layton Kyouju To Eien No Utahime,Mystery,Movie,1,7.69,12867
1087,6793,Kuroshitsuji Special,"Comedy, Demons, Parody",Special,1,7.69,53706
1098,16005,Zettai Karen Children The Unlimited  Hyoubu Kyousuke,"Shounen, Supernatural",TV,12,7.69,61919
1078,857,Air Gear,"Action, Comedy, Ecchi, Shounen, Sports",TV,25,7.69,194611
1076,880,Aa Megamisama Sorezore No Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",TV,22,7.69,42026
1081,587,Hanbun No Tsuki Ga Noboru Sora,"Comedy, Drama, Romance",TV,6,7.69,65125
9132,31418,Kancolle Movie,"Action, Military, School, Sci-Fi, Slice of Life",Movie,1,7.69,9439
1097,18139,Tonari No Sekikun,"Comedy, School, Seinen",TV,21,7.69,82568
1096,4654,Toaru Majutsu No Index,"Action, Magic, Sci-Fi, Super Power",TV,24,7.69,313114
1095,25729,Tamayura Sotsugyou Shashin Part 1  Kizashi,"Comedy, Drama, Slice of Life",Movie,1,7.69,4467
1094,2498,Slam Dunk Shouhoku Saidai No Kiki Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.69,7834
1093,23277,Saenai Heroine No Sodatekata,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.69,155795
1092,8190,Nodame Cantabile Ova 2,"Comedy, Josei, Romance",OVA,1,7.69,17226
1077,15061,Aikatsu,"Music, School, Shoujo, Slice of Life",TV,178,7.69,16990
1080,23251,Gugure Kokkurisan,"Comedy, Shounen, Supernatural",TV,12,7.69,87824
1079,110,Chuuka Ichiban,"Action, Comedy, Drama, Shounen",TV,52,7.69,8586
1064,33605,Ling Qi,"Action, Comedy, Magic, Supernatural",ONA,20,7.69,2673
1099,32015,Ajin Ova,"Action, Horror, Mystery, Seinen, Supernatural",OVA,3,7.68,15613
1104,14345,Btooom,"Action, Psychological, Sci-Fi, Seinen",TV,12,7.68,329561
1102,67,Basilisk Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",TV,24,7.68,98144
1105,11359,Dragon Ball Kai Mirai Ni Heiwa Wo Goku No Tamashii Yo Eien Ni,"Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Special,1,7.68,17166
1101,1946,Ashita No Nadja,"Adventure, Drama, Historical, Romance, Shoujo",TV,50,7.68,13742
1110,5958,Sora No Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,13,7.68,227681
1106,428,Kaleido Star Aratanaru Tsubasa  Extra Stage,"Adventure, Comedy, Drama, Shoujo",OVA,1,7.68,9248
1107,4188,Mahou Sensei Negima Shiroki Tsubasa Ala Alba,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire",OVA,3,7.68,15616
1103,32365,Boruto Naruto The Movie  Naruto Ga Hokage Ni Natta Hi,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.68,16868
1109,10588,Persona 4 The Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25,7.68,134942
1108,340,Mutsu Enmei Ryuu Gaiden Shura No Toki,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,7.68,13959
11119,10779,Eroge H Mo Game Mo Kaihatsu Zanmai,Hentai,OVA,6,7.68,20316
1100,22147,Amagi Brilliant Park,"Comedy, Magic",TV,13,7.68,217003
1127,5306,Tales Of Symphonia The Animation Tetheallahen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.67,20355
8948,28483,Ijime Wa Zettai Warui,"Drama, School, Slice of Life",OVA,1,7.67,46
9565,30759,Minna De Tonda,"Drama, Kids",OVA,1,7.67,38
9451,20229,Makkuro Na Obentou,"Drama, Historical",Movie,1,7.67,103
9581,8243,Mizuki Shigeru No Toono Monogatari,"Adventure, Fantasy",Movie,1,7.67,143
9542,26107,Miitsuketa,"Drama, Kids",OVA,1,7.67,48
9560,26277,Minamoto No Yoritomo To Bushi No Yononaka,"Drama, Historical, Kids, Samurai",OVA,1,7.67,49
10099,30138,Rusuden Hour Sodan Brothers,Comedy,TV,25,7.67,51
9711,30409,Nepos Napos,"Fantasy, Kids",TV,26,7.67,38
9778,20799,Norman The Snowman Kita No Kuni No Aurora Kari,"Fantasy, Kids",Movie,1,7.67,98
10505,26273,Tenka Wo Mezashita Sannin No Bushou,"Drama, Historical, Kids, Samurai",OVA,1,7.67,52
1117,17729,Grisaia No Kajitsu,"Drama, Harem, Psychological, Romance, School",TV,13,7.67,178166
1118,26023,Haiyore Nyarukosan F,"Comedy, Parody, Romance, Sci-Fi",OVA,1,7.67,19620
1115,18507,Free,"Comedy, School, Slice of Life, Sports",TV,12,7.67,265791
1116,27411,Ghost In The Shell 2015,"Action, Mecha, Police, Psychological, Sci-Fi",Movie,1,7.67,19872
1124,9396,Mitsudomoe Special,"Comedy, School, Slice of Life",Special,1,7.67,11354
1123,8841,Kore Wa Zombie Desu Ka,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,12,7.67,295782
1122,31798,Kiznaiver,"Drama, Sci-Fi",TV,12,7.67,197912
1121,617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",Movie,1,7.67,55697
1120,8217,Jewelpet Twinkle,"Fantasy, Magic, School, Shoujo",TV,52,7.67,4110
1119,21075,Hetalia The Beautiful World Extra Disc,"Comedy, Historical, Parody",OVA,1,7.67,4788
8771,28759,Harbor Tale,"Adventure, Fantasy",Movie,1,7.67,65
1125,11371,New Prince Of Tennis,"Action, Comedy, Shounen, Sports",TV,13,7.67,30630
1112,1478,City Hunter Goodbye My Sweetheart,"Adventure, Comedy, Shounen",Special,1,7.67,2832
1111,14669,Aura Maryuuin Kouga Saigo No Tatakai,"Comedy, Drama, Romance, School, Supernatural",Movie,1,7.67,22599
8250,28551,Boku Wa Sugu Ni Nigetanda Higashi Nihon Daishinsai Kara Mananda Koto,"Drama, Kids",OVA,1,7.67,49
1113,8331,Detective Conan Magic File 4 Osaka Okonomiyaki Odyssey,"Comedy, Mystery, Police, Shounen",OVA,1,7.67,6460
1129,177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,7.67,134705
1128,2268,Tatakae Chou Robot Seimeitai Transformers,"Adventure, Mecha, Sci-Fi, Shounen",TV,98,7.67,5652
1114,455,Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi",TV,26,7.67,17773
1126,32542,Sakamoto Desu Ga,"Comedy, School, Seinen",TV,12,7.67,171452
1130,22729,Aldnoahzero,"Action, Mecha, Sci-Fi",TV,12,7.66,244193
1149,1861,Slam Dunk Zenkoku Seiha Da Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.66,7992
1148,2562,Shion No Ou,"Drama, Game, Mystery, Thriller",TV,22,7.66,20553
1147,528,Pokemon Mewtwo No Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.66,100089
1150,8995,Tales Of Symphonia The Animation Sekai Tougouhen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,3,7.66,14036
1136,31552,Durararax2 Ten Onoroke Chakapoko,"Action, Mystery, Supernatural",Special,1,7.66,16171
1137,14131,Girls Und Panzer,"Military, School",TV,12,7.66,104275
1163,32215,High School Dxd Born Yomigaeranai Fushichou,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",OVA,1,7.66,22497
1135,25687,Digimon Adventure Tri 1 Saikai,"Action, Adventure, Comedy, Drama",Movie,1,7.66,58274
1140,5290,Keroro Gunsou Movie 3 Tenkuu Daikessen De Arimasu,"Comedy, Sci-Fi, Shounen",Movie,1,7.66,2430
1138,2002,Heroic Age,"Action, Mecha, Military, Sci-Fi, Space",TV,26,7.66,62530
1141,250,Konjiki No Gash Bell,"Adventure, Comedy, Magic, Shounen, Supernatural",TV,150,7.66,51403
1142,23321,Log Horizon 2Nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,7.66,215817
1139,145,Kareshi Kanojo No Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,7.66,94165
1133,5348,Detective Conan Magic File 2 Kudou Shinichi  The Case Of The Mysterious Wall And The Black Lab,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.66,7726
1132,8888,Code Geass Boukoku No Akito 1  Yokuryuu Wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1,7.66,91105
1143,2743,Mobile Suit Gundam Seed Seed Supernova  Tanekyara Gekijou,"Comedy, Parody",Special,4,7.66,5508
1144,3626,Mobile Suit Gundam Wing Operation Meteor,"Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space",OVA,4,7.66,6768
1145,10020,Ore No Imouto Ga Konnani Kawaii Wake Ga Nai Specials,"Comedy, Seinen, Slice of Life",ONA,4,7.66,101495
1134,9786,Detective Conan Conan Vs Kid  Jet Black Sniper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.66,2119
1146,1873,Plawres Sanshirou,"Adventure, Mecha, School, Sci-Fi, Shounen, Sports",TV,37,7.66,1718
1131,4835,Bleach Movie 3 Fade To Black  Kimi No Na Wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,7.66,122373
1151,17437,The Idolmster Movie Kagayaki No Mukougawa E,"Comedy, Drama, Music",Movie,1,7.66,12262
1152,32673,Udon No Kuni No Kiniro Kemari,"Fantasy, Seinen, Slice of Life",TV,12,7.66,33885
1153,1985,Ufo Robo Grendizer,"Mecha, Sci-Fi, Shounen",TV,74,7.66,4381
1166,15813,Majokko Shimai No Yoyo To Nene,"Fantasy, Magic",Movie,1,7.65,8698
1165,2848,Kappa No Coo To Natsuyasumi,"Adventure, Shounen",Movie,1,7.65,6953
1164,2012,Jigoku Sensei Nube,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,49,7.65,8908
1157,4182,Darker Than Black Kuro No Keiyakusha Special,"Comedy, Parody, Sci-Fi",Special,1,7.65,87609
1158,9839,Detective Conan Black History 2,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.65,2718
1167,5162,Minamike Okaeri,"Comedy, School, Slice of Life",TV,13,7.65,45233
1170,21667,Non Non Biyori Okinawa E Ikukoto Ni Natta,"Comedy, School, Seinen, Slice of Life",OVA,1,7.65,25169
1171,3848,One Piece Movie 9 Episode Of Chopper Plus  Fuyu Ni Saku Kiseki No Sakura,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.65,29771
1174,46,Rurouni Kenshin Meiji Kenkaku Romantan  Ishinshishi E No Chinkonka,"Drama, Historical, Samurai, Shounen",Movie,1,7.65,33191
1169,3673,Nijuu Mensou No Musume,"Action, Adventure, Mystery",TV,22,7.65,21009
1168,13245,New Prince Of Tennis Specials,"Action, Comedy, Shounen, Sports",Special,7,7.65,5524
11120,10380,Oni Chichi Rebirth,Hentai,OVA,1,7.65,14925
1161,31376,Flying Witch,"Comedy, Magic, Shounen, Slice of Life, Supernatural",TV,12,7.65,95933
1160,2673,Doraemon Movie 27 Nobita No Shin Makai Daibouken  7Nin No Mahoutsukai,"Adventure, Comedy, Fantasy",Movie,1,7.65,1583
1162,1251,Fushigi No Umi No Nadia,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39,7.65,24229
1175,16241,Yondemasu Yo Azazelsan Z,"Comedy, Demons, Supernatural",TV,13,7.65,20640
1159,874,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51,7.65,94391
1173,5419,Paniponi Dash Danjite Okonaeba Kishin Mo Kore Wo Saku,"Comedy, Parody, School",Special,1,7.65,6929
1172,26243,Owari No Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.65,315630
1154,304,Aa Megamisama Movie,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,7.65,29330
1155,12291,Acchi Kocchi Tv,"Comedy, Romance, School, Seinen, Slice of Life",TV,12,7.65,127973
1156,1488,Area 88,"Action, Adventure, Drama, Military, Romance",OVA,3,7.65,6645
1197,32899,Watashi Ga Motete Dousunda,"Comedy, Harem, Romance, School, Shoujo",TV,12,7.64,57638
1196,10714,Towa No Quon 3 Mugen No Renza,"Action, Super Power, Supernatural",Movie,1,7.64,19053
1192,209,Rod The Tv,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",TV,26,7.64,47053
1191,1029,Omoide Poroporo,"Drama, Romance, Slice of Life",Movie,1,7.64,39589
1178,2768,Clamp In Wonderland 2,"Action, Comedy, Drama, Fantasy, Magic, Music, Romance",Music,1,7.64,13985
1179,2514,Detective Conan Ova 04 Conan And Kid And Crystal Mother,"Adventure, Mystery, Police, Shounen",OVA,1,7.64,8974
1180,1394,Future Gpx Cyber Formula Saga,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.64,1040
1193,15775,Saintoniisan,"Comedy, Seinen, Slice of Life",OVA,2,7.64,33668
1181,17187,Ghost In The Shell Arise  Border1 Ghost Pain,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.64,31747
9782,32633,Nowisee,Music,Music,24,7.64,560
1198,10216,Yondemasu Yo Azazelsan Tv,"Comedy, Demons, Supernatural",TV,13,7.64,42147
1176,2198,Aa Megamisama Sorezore No Tsubasa Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.64,16986
1177,1239,Bishoujo Senshi Sailor Moon Supers,"Drama, Magic, Romance, Shoujo",TV,39,7.64,55056
1187,15437,Kore Wa Zombie Desu Ka Of The Dead Ova,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,1,7.64,54828
1188,13655,Little Busters,"Comedy, Drama, School, Slice of Life, Supernatural",TV,26,7.64,138655
1189,334,Marmalade Boy,"Comedy, Drama, Romance, Shoujo",TV,76,7.64,24745
1190,7651,Ningen Shikkaku Directors Cutban,"Drama, Historical, Psychological, Seinen",Movie,1,7.64,4292
1183,270,Hellsing,"Action, Horror, Seinen, Supernatural, Vampire",TV,13,7.64,308995
1195,16524,Suisei No Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,7.64,170754
1182,11663,Hakuouki Ova,"Action, Drama, Historical, Samurai, Supernatural",OVA,2,7.64,7791
1186,1567,Kaitou Saint Tail,"Adventure, Magic, Romance, Shoujo",TV,43,7.64,8794
1185,6553,Junjou Romantica Special,"Comedy, Romance, Shounen Ai",Special,1,7.64,17378
1184,1356,Hokuto No Ken 2,"Action, Drama, Martial Arts, Super Power",TV,43,7.64,11090
1231,23269,Hello Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.63,33295
1194,10469,Sayonara Zetsubou Sensei Special,"Comedy, Mystery, Parody",Special,1,7.63,9669
1208,8100,Mardock Scramble The First Compression,"Action, Psychological, Sci-Fi",Movie,1,7.63,40698
1219,691,Yawara,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",TV,124,7.63,6437
1217,5118,Suzumiya Haruhichan No Yuuutsu,"Comedy, Parody",ONA,25,7.63,70416
10557,19991,Tobidase Bacchiri,"Comedy, Kids, Mystery",TV,132,7.63,72
1205,5494,Konnichiwa Anne Before Green Gables,"Drama, Historical, Kids, Slice of Life",TV,39,7.63,2723
1204,821,Initial D Battle Stage,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.63,13633
1203,2174,Hokuto No Ken Raoh Gaiden Gekitouhen,"Action, Adventure, Martial Arts, Romance",Movie,1,7.63,4614
1206,6604,Kuruneko,"Comedy, Slice of Life",TV,50,7.63,2526
1202,13115,Hakuouki Reimeiroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12,7.63,29485
1199,6408,Quotbungaku Shoujoquot Movie,"Drama, Mystery, Romance, School",Movie,1,7.63,40984
1201,10067,Angel Beats Another Epilogue,"Drama, School, Supernatural",Special,1,7.63,134180
1200,32828,Amaama To Inazuma,"Comedy, Seinen, Slice of Life",TV,12,7.63,95339
10093,31373,Rudolf To Ippaiattena,"Adventure, Kids",Movie,1,7.63,405
1212,814,Prince Of Tennis Atobes Gift,"Comedy, Shounen, Sports",Movie,1,7.63,10567
1213,28497,Rokka No Yuusha,"Action, Adventure, Fantasy, Magic, Mystery",TV,12,7.63,218747
1214,15989,Saki Achigahen Episode Of Sidea Specials,"Game, School, Slice of Life",Special,4,7.63,9163
1216,7858,Sora No Otoshimono Project Pink,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",OVA,1,7.63,61903
1218,1651,Uchuu Senkan Yamato 2,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26,7.63,3461
1215,2098,Shin Kimagure Orangeroad Soshite Ano Natsu No Hajimari,"Comedy, Drama, Ecchi, Fantasy, Magic, Romance, Shounen, Slice of Life",Movie,1,7.63,4199
1211,2549,Perrine Monogatari,"Drama, Historical, Shoujo, Slice of Life",TV,53,7.63,1744
1207,32526,Love Live Sunshine,"Music, School, Slice of Life",TV,13,7.63,45246
1209,14527,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,7.63,66972
1210,2835,Patalliro,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",TV,49,7.63,2409
1237,10589,Naruto Shippuuden Movie 5  Blood Prison,"Action, Adventure, Martial Arts, Mystery, Shounen, Super Power",Movie,1,7.62,75660
